시장형태,등록형태,시도,시군구,시장명,주소(지번),주소(도로명),"시장크기 (1=대형시장, 2=중대형시장, 3=중형시장, 4=소형시장)","시장면적(단위선택: 1=제곱미터, 2=평형)",시장면적(㎡),시장면적(평),"소유형태(1=법인시장, 2=개인시장, 3=공설시장, 4=공동시장)","외부형태(전통시장: 1=상가건물형, 2=노점형, 3=장옥형, 4=상가주택형)","개설주기(1=상설, 2=정기, 3=상설+정기)", 정기(장날1), 정기(장날2),상설+정기(장날1), 상설+정기(장날2),전체점포수,영업점포수(합),영업점포수(임차점포수),비영업 점포수(빈점포),비영업 점포수(기타점포), 노점수,2017년-점포소유상인,2017년-점포임차상인,2017년-종업원수,2017년-노점상인수,2017년-총시장상인," 상인회 운영여부(1=운영, 2=미운영)"," 상인회 조직형태(1=시군구청 등록 상인회, 2=상점가진흥조합, 3=사업조합 또는 협동조합, 4=사단법인, 5=임의단체)",상근직원 명수,상인회 회원 수,"보유현황 - 1고객지원센터(1=있음, 2=없음)","보유현황 - 2유아놀이방(어린이놀이터)(1=있음, 2=없음)","보유현황 - 4고객휴게실(1=있음, 2=없음)","보유현황 - 5수유센터(1=있음, 2=없음)","보유현황 - 6물품보관함(1=있음, 2=없음)","보유현황 - 7자전거보관함(1=있음, 2=없음)","보유현황 - 10쇼핑카트(1=있음, 2=없음)","문2) 보유현황 - 12고객동선통로(1=있음, 2=없음)","보유현황 - 16시장전용 고객주차장(1=있음, 2=없음)",보유갯수 - 16시장전용 고객주차장,"보유여부 - 2소화전(1=있음, 2=없음)",보유개수-2소화전,"보유여부 - 3공용소화기(1=있음, 2=없음)",보유개수 - 3공용소화기,"보유여부 - 5경보기(1=있음, 2=없음)",보유개수 - 5경보기,"화재/가스감지센서(1=있음, 2=없음)",보유개수 -화재/가스 감지센서,"보유여부 - 7자동 화재속보 설비(1=있음, 2=없음)",보유개수 - 7자동화재속보설비,"보유여부 - 1CCTV(1=있음, 2=없음)","보유여부 - 2공동수도시설(노점/장옥형)(1=있음, 2=없음)","보유여부 - 3공동화장실(1=있음, 2=없음)",보유개수 -3공동화장실,"보유여부 - 4아케이드(1=있음, 2=없음)","보유여부 - 5냉방시설(1=있음, 2=없음)","보유여부 - 6난방시설(1=있음, 2=없음)","보유여부 - 7가스시설(1=있음, 2=없음)","보유여부 - 8엘리베이터/에스컬레이터(건물형만)(1=있음, 2=없음)","보유여부 - 9장애인용 화장실(1=있음, 2=없음)","보유여부 - 10배수시설(1=있음, 2=없음)","보유여부 - 11실외 가로등(1=있음, 2=없음)","보유여부 - 12전기배선시설(1=있음, 2=없음)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 1이동/고정식,이벤트 광장(1=있음, 2=없음)","보유여부 - 2테마거리(1=있음, 2=없음)","보유여부 - 3TV광고판(1=있음, 2=없음)","보유여부 - 4LED광고판(1=있음, 2=없음)","보유여부 - 6아치/조형물(1=있음, 2=없음)","시장/상점가의 주력 상품 여부(1=있음, 2=없음)","시장/상점가의 주력 상품의 개수(1=1개, 2=2개, 3=3개, 4=4개 이상)",시장/상점가의 주력 상품의 상품명
전통시장,인정,부산,해운대구,반송2동시장,부산광역시 해운대구 반송2동 40-762,부산광역시 해운대구 윗반송로51번길 86,3,1,"6,807",,4,4,1,,,,,189,189,107,0,0,19,82,107,11,19,219,1,1,1,187,1,2,2,1,1,1,2,1,1,1,1,6,1,60,1,30,1,60,2,,1,,1,2,1,,,1,,1,1,1,1,1,2,2,2,1,1,1,2,,
전통시장,인정,부산,해운대구,반송골목시장,부산광역시 해운대구 반송동 250-371,부산광역시 해운대구 아랫반송로 39번길 18-1,4,1,"4,514",,4,4,1,,,,,78,63,43,15,0,0,20,43,9,0,72,1,1,3,63,1,2,2,2,2,2,2,1,1,1,1,2,1,15,2,,2,,2,,1,,1,6,1,,,1,,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,부산,해운대구,반송시장,부산광역시 해운대구 반송1동 709-12,부산광역시 해운대구 아랫반송로21번길 41,4,1,"2,483",,4,4,1,,,,,21,21,13,0,0,2,8,13,13,2,36,1,1,,15,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,,2,,1,4,1,,,1,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,부산,해운대구,반여2동상가시장,부산광역시 해운대구 반여2동 1291-1425,부산광역시 해운대구 해운대로61번길 95-83,4,2,"4,620",1400,4,1,1,,,,,71,68,60,3,0,0,8,60,24,0,92,1,1,1,68,1,2,1,2,2,2,2,1,2,,2,,1,65,2,,2,,2,,1,,1,2,1,2,2,1,2,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,부산,해운대구,반여3동골목시장,부산광역시 해운대구 반여3동 1607-2,부산광역시 해운대구 재반로256번길 8,4,1,"4,958",,4,4,1,,,,,63,51,35,12,0,2,16,35,3,2,56,1,1,,51,2,2,2,2,2,2,2,1,2,,1,2,1,1,1,6,1,10,2,,1,,1,3,1,,,1,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,부산,해운대구,반여시장,부산광역시 해운대구 반여2동 1291 918,부산광역시 해운대구 재반로226번길 48,4,1,"5,822",,4,1,1,,,,,80,31,21,49,0,0,10,21,23,0,54,1,1,2,31,1,2,2,2,2,2,2,1,2,,1,4,1,20,1,80,1,80,2,,1,,1,2,1,1,1,1,2,2,1,1,1,,2,2,2,2,1,1,2,,
전통시장,등록,부산,해운대구,우동종합상가시장,부산광역시 해운대구 우2동 1092 16,부산광역시 해운대구 해운대로383번길 37-10 ,4,1,"1,722",,4,1,1,,,,,55,47,44,8,0,2,3,44,4,2,53,1,1,,47,2,2,2,2,2,2,2,1,1,1,1,1,1,9,1,1,1,1,2,,1,,1,1,2,1,1,1,2,2,1,1,1,,2,2,2,2,1,2,2,,
전통시장,등록,부산,해운대구,재송시장,부산광역시 해운대구 재송1동 1080-5,부산광역시 해운대구 재송1로60번길 16 서해재송아파트,4,1,"7,087",,4,1,1,,,,,62,40,23,22,0,5,17,23,12,5,57,1,1,1,40,2,2,2,2,2,2,2,1,1,1,1,1,1,6,1,3,1,2,2,,1,,1,12,2,2,2,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,부산,해운대구,재송한마음시장,부산광역시 해운대구 재송동 1089-18,부산광역시 해운대구 재반로 81-20,4,1,"3,145",,4,4,1,,,,,86,79,67,7,0,7,12,67,10,7,96,1,1,1,47,2,2,2,2,2,2,2,1,2,,1,5,1,16,2,,2,,2,,2,,1,3,2,,,2,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,부산,해운대구,좌동재래시장,부산광역시 해운대구  좌동 892,부산광역시 해운대구 좌동로91번길 20,4,1,"6,726",,4,4,1,,,,,92,92,84,0,0,32,8,84,108,32,232,1,1,8,92,1,2,2,2,2,1,2,1,1,1,1,6,1,3,1,6,1,91,1,1,1,,1,11,1,,,1,,1,1,1,1,,2,1,2,1,1,1,2,,
전통시장,인정,부산,해운대구,해운대시장,부산광역시 해운대구 중1동 1394-193,부산광역시 해운대구 구남로41번길 22-1,3,1,"9,355",,4,4,1,,,,,104,104,88,0,0,14,16,88,114,14,232,1,1,1,104,1,2,1,1,2,2,2,2,1,1,1,4,1,100,1,100,1,100,2,,1,,1,4,1,,,1,,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,등록,서울,강남구,강남시장,서울특별시 강남구 신사동 510-11,서울특별시 강남구 압구정로 2길 46,4,1,"3,690",,1,1,1,,,,,70,70,70,0,0,0,0,70,289,0,359,1,5,5,70,1,2,2,2,2,2,2,2,1,1,1,8,1,30,1,4,1,4,2,,2,,1,2,2,1,1,1,1,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,강남구,논현종합시장,서울특별시 강남구 논현동 277의 4,서울특별시 강남구 봉은사로43길 8,4,1,"1,000",,4,4,1,,,,,44,14,14,30,0,0,0,14,9,0,23,1,1,2,14,2,2,2,2,2,2,2,2,1,1,1,2,1,20,1,1,1,29,2,,2,,1,6,2,,,2,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,강남구,신사상가,서울특별시 강남구 압구정동 454,서울특별시 강남구 압구정로29길 72-1,4,1,"2,119",,4,1,1,,,,,98,88,88,10,0,0,0,88,67,0,155,2,,,,2,2,2,2,2,2,2,1,2,,1,12,1,23,1,12,1,2,1,1,1,,1,3,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,인정,서울,강남구,영동전통시장,서울특별시 강남구 논현동 140,서울특별시 강남구 강남대로 128길 20  영동프라자 2동 204호,3,1,"13,099",,4,4,1,,,,,115,115,115,0,0,0,0,115,126,0,241,1,1,,115,1,2,1,2,2,2,2,1,1,1,1,1,1,120,1,5,1,15,2,,1,,1,3,1,,,1,,2,1,1,1,,2,2,2,2,1,1,2,,
전통시장,등록,서울,강남구,청담삼익시장,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로 101길 26,4,1,"2,479",,4,1,1,,,,,120,80,0,10,30,0,80,0,0,0,80,1,5,10,80,1,2,2,2,2,2,2,1,1,1,1,10,1,1,1,5,1,150,2,,1,,1,10,2,1,1,1,1,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,서울,강동구,고덕전통시장,서울특별시 강동구 고덕동 210-5,서울특별시 강동구 고덕로 391,4,1,"29,635",,4,4,1,,,,,33,33,30,0,0,72,3,30,36,72,141,1,1,1,33,1,2,1,1,2,2,2,2,1,1,1,89,1,10,1,10,1,10,2,,1,,1,1,1,,,1,,2,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,서울,강동구,고분다리전통시장,서울특별시 강동구 천호동 393-32,서울특별시 강동구 구천면로34길 13 ,4,1,"2,908",,4,4,1,,,,,86,86,76,0,0,2,10,76,92,2,180,1,1,1,86,1,2,2,2,2,2,2,1,1,1,1,3,1,12,1,5,1,1,2,,1,,1,12,2,,,1,,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,서울,강동구,길동복조리시장,서울특별시 강동구 천호대로193길 37,서울특별시 강동구 길동 400,3,1,"33,480",,4,4,1,,,,,153,153,147,0,0,30,6,147,46,30,229,1,1,2,145,1,1,2,1,2,2,2,2,1,1,1,2,1,50,1,3,1,1,1,1,1,,2,,1,,,1,,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,등록,서울,강동구,동서울시장,서울특별시 강동구 천호2동 422의1,서울특별시 강동구 올림픽로80길 58,4,1,"4,641",,1,1,1,,,,,51,26,22,24,1,0,4,22,0,0,26,2,,,,1,2,2,2,2,1,2,2,2,,1,2,1,10,1,1,1,1,2,,1,,1,1,2,1,1,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,서울,강동구,둔촌역전통시장,서울특별시 강동구 성내동 416-12,서울특별시 강동구 양재대로91길20,4,1,"2,800",,4,4,1,,,,,84,84,83,0,0,28,1,83,23,28,135,1,1,11,83,1,2,2,2,2,2,2,2,1,1,1,4,1,4,1,80,1,1,1,84,1,,1,1,2,,,1,,2,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,서울,강동구,명일전통시장,서울특별시 강동구 명일동 333-2 일대,서울특별시 강동구 양재대로138길 20,4,2,"1,980",600,4,4,1,,,,,61,58,33,3,0,0,25,33,21,0,79,1,1,3,58,1,2,2,2,2,1,1,1,2,,1,50,1,30,1,3,1,54,2,,1,,1,1,1,,,1,,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,인정,서울,강동구,성내전통시장,서울특별시 강동구 성내동 144-12,서울특별시 강동구 천호대로162길 61,4,1,"2,700",,1,4,1,,,,,98,98,89,0,0,5,9,89,21,5,124,1,1,1,98,1,2,2,2,2,2,2,1,1,1,1,2,1,50,1,3,1,5,2,,1,,2,,1,,,1,,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,인정,서울,강동구,암사종합시장,서울특별시 강동구 암사동 501-18,서울특별시 강동구 상암로 11길 17,3,1,"5,163",,4,4,1,,,,,108,108,105,0,0,20,3,105,237,20,365,1,1,1,108,1,1,1,2,2,2,1,1,2,,1,4,1,160,1,13,1,125,2,,1,,1,2,1,,,1,,2,1,1,1,1,,1,2,1,1,1,2,,
전통시장,등록,서울,강동구,천호시장,서울특별시 강동구 천호동 421-1,서울특별시 강동구 구천면로 205,4,1,"1,735",,1,1,1,,,,,43,29,24,14,0,9,5,24,27,9,65,2,,,,2,2,2,2,2,2,2,2,2,,1,40,1,6,1,5,1,20,2,,1,,1,6,2,1,1,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,강동구,천호신시장,서울특별시 강동구 천호동 422-2,서울특별시 강동구 구천면로 209,3,1,"4,310",,1,1,1,,,,,106,106,106,0,0,0,0,106,63,0,169,1,1,,94,2,2,2,2,2,1,2,2,1,1,1,4,1,20,1,2,1,2,2,,1,,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,2,1,1,2,,
전통시장,등록,서울,강북구,강북북부시장,서울특별시 강북구  번동 413-3,서울특별시 강북구 한천로 123길 26,4,2,"2,864",868,1,1,1,,,,,50,40,40,10,0,2,0,40,8,2,50,1,1,1,40,2,1,1,2,2,1,1,2,1,1,1,3,1,10,1,3,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,2,2,2,2,2,,
전통시장,인정,서울,강북구,강북종합전통시장,서울특별시 강북구 수유동 177-7호,서울특별시 강북구 한천로144길 12,4,1,"6,311",,4,4,1,,,,,93,88,7,5,0,4,81,7,79,4,171,1,1,1,88,1,2,1,2,2,1,2,1,2,,1,2,1,3,2,,2,,2,,1,,1,1,2,,,1,,2,1,1,1,,2,1,2,2,2,2,2,,
전통시장,등록,서울,강북구,동북시장,서울특별시 강북구 미아동 701-3,서울특별시 강북구 솔샘로 233,4,1,"2,856",,1,1,1,,,,,46,43,38,3,0,1,5,38,61,1,105,1,5,5,43,1,2,2,2,2,2,1,2,1,1,1,5,1,6,1,10,1,10,1,2,1,,1,6,1,1,1,1,1,1,1,2,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,강북구,수유북부시장,서울특별시 강북구 수유동 413-2,서울특별시 강북구 삼양로 91길 11의  12,4,1,"3,050",,1,1,1,,,,,22,19,16,3,0,0,3,16,15,0,34,1,4,6,0,2,2,2,2,2,2,1,2,1,1,1,5,1,40,1,1,1,40,2,,1,,1,1,2,2,2,1,2,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,서울,강북구,수유시장,서울특별시 강북구 수유1동 54-5,서울특별시 강북구 도봉로67길 18 ,4,1,"4,297",,1,1,1,,,,,98,98,98,0,0,0,0,98,125,0,223,1,1,1,98,1,2,1,2,1,2,2,1,1,1,1,3,1,10,1,5,1,5,1,2,1,,1,1,2,1,1,1,1,1,1,1,1,,2,2,2,1,2,2,2,,
전통시장,인정,서울,강북구,수유재래시장,서울특별시 강북구 수유1동 50-77,서울특별시 강북구 도봉로71길 26,3,1,"5,367",,4,4,1,,,,,132,124,123,8,0,0,1,123,243,0,367,1,1,1,123,1,2,1,2,2,1,2,1,1,1,1,6,1,10,1,1,1,1,1,1,1,,1,1,1,,,1,,2,1,1,1,,2,2,2,1,1,1,2,,
전통시장,인정,서울,강북구,수유전통시장(수유골목시장),서울특별시 강북구 수유동 54-5,서울특별시 강북구 도봉로67길 18,4,1,"5,159",,1,4,1,,,,,86,85,9,1,0,5,76,9,86,5,176,1,3,1,85,1,2,1,1,2,2,2,1,1,1,1,5,1,20,1,15,1,15,2,,1,,1,1,1,,,1,,1,1,1,1,,2,2,2,1,1,1,2,,
전통시장,등록,서울,강북구,수유중앙시장,서울특별시 강북로 수유동 32-2,서울특별시 강북로 노해로 17길 21,4,1,"3,319",,1,1,1,,,,,37,34,29,3,0,0,5,29,40,0,74,2,,,,2,2,2,2,2,2,2,2,1,1,1,4,1,5,1,10,1,6,2,,1,,1,1,2,1,1,1,1,1,1,1,1,,2,2,2,2,1,2,2,,
전통시장,등록,서울,강북구,수유프라자,서울특별시 강북구 수유동 63,서울특별시 강북구 도봉로 261,3,1,"1,947",,1,1,1,,,,,112,101,101,11,0,1,0,101,38,1,140,1,1,1,101,1,2,2,2,2,2,2,1,1,1,1,5,1,30,1,10,1,10,2,,1,,1,7,2,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,서울,강북구,숭인시장,서울특별시 강북구 미아동 60-5,서울특별시 강북구 도봉로 45,3,1,"8,399",,1,1,1,,,,,124,102,85,22,0,0,17,85,35,0,137,2,,,,1,2,2,2,2,1,2,2,1,1,1,5,1,10,1,1,1,1,2,,1,,1,2,2,1,1,1,2,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,등록,서울,강북구,우이시장,서울특별시 강북구 수유동 270-185,서울특별시 강북구 노해로 23길 68,4,1,"1,478",,1,1,1,,,,,13,13,12,0,0,0,1,12,10,0,23,2,,,,2,2,2,2,2,2,2,2,2,,1,5,1,3,1,1,2,,2,,1,,1,2,2,1,1,1,1,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,서울,강북구,장미원골목시장,서울특별시 강북구 수유동 316-11,서울특별시 강북구 삼양로 464,4,1,"7,028",,4,1,1,,,,,36,32,6,4,0,1,26,6,48,1,81,1,1,,20,2,2,1,2,2,2,1,2,2,,1,50,1,1,1,10,1,29,2,,2,,1,1,1,2,2,1,2,1,2,2,2,,2,2,2,2,2,2,2,,
전통시장,인정,서울,강서구,까치산시장,서울특별시 강서구  화곡동 342-16,서울특별시 강서구 강서로 12길 14,3,1,"12,385",,4,4,1,,,,,152,152,149,0,0,5,3,149,99,5,256,1,3,1,152,1,1,1,2,2,2,2,1,1,1,1,1,1,70,1,6,1,25,1,2,1,,1,2,1,,,1,,1,1,1,1,1,,2,2,1,2,1,2,,
전통시장,인정,서울,강서구,남부골목시장,서울특별시 강서구 화곡동 797-7,서울특별시 강서구 곰달래로 55길4(화곡동),3,1,"13,647",,4,4,1,,,,,174,174,164,0,0,9,10,164,40,9,223,1,1,1,174,1,1,1,2,1,2,1,1,1,1,1,1,1,60,1,7,1,20,2,,1,,1,1,1,,,1,,1,1,1,1,1,,2,2,1,1,1,2,,
전통시장,등록,서울,강서구,남부화곡시장,서울특별시 강서구 화곡동 830-1,서울특별시 강서구 등촌로5길 80번지,4,1,"2,314",,1,1,1,,,,,24,20,19,3,1,0,1,19,9,0,29,2,,,,1,2,1,2,1,2,1,1,1,1,1,6,1,5,1,1,2,,1,10,1,,1,2,2,1,1,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,강서구,대원종합시장,서울특별시 강서구 화곡3동 1023,서울특별시 강서구 화곡로21길 78,4,1,"2,739",,1,1,1,,,,,36,30,30,3,3,0,0,30,20,0,50,2,,,,1,2,2,2,2,2,2,1,1,1,1,8,1,15,1,8,1,1,1,8,2,,1,3,2,1,1,1,1,2,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,서울,강서구,등마루시장,서울특별시 강서구 등촌동 637의10,서울특별시 강서구 화곡로68길 102 ,4,1,132,,4,4,1,,,,,15,8,8,7,0,0,0,8,4,0,12,2,,,,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1,30,1,1,1,10,2,,1,1,2,,,2,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,서울,강서구,방신전통시장,서울특별시 강서구 방화동 579-1,서울특별시 강서구 방화동로16길32,4,1,"5,774",,4,4,1,,,,,85,85,80,0,0,0,5,80,28,0,113,1,1,1,83,1,2,2,2,2,2,2,1,1,1,1,2,1,30,1,60,1,30,1,10,1,,1,1,1,,,1,,2,1,1,1,1,,2,2,1,1,1,2,,
전통시장,등록,서울,강서구,신월중앙시장,서울특별시 강서구 화곡동 929-1,서울특별시 강서구 강서로 5나길 109,4,2,"3,300",1000,4,4,1,,,,,33,25,21,8,0,0,4,21,12,0,37,1,5,,13,1,2,2,2,2,2,2,1,1,1,1,24,1,5,1,10,1,50,2,,1,,1,2,2,,,1,,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,서울,강서구,화곡본동시장,서울특별시 강서구 화곡본동 98-45,서울특별시 강서구 까치산로 35,4,1,"2,835",,4,4,1,,,,,49,49,47,0,0,7,2,47,96,7,152,1,1,1,49,2,2,2,2,2,2,2,1,2,,1,2,1,34,1,5,1,5,2,,1,,1,1,1,,,1,,2,1,1,1,1,,2,2,1,1,1,1,2,족발  순대국
전통시장,인정,서울,강서구,화곡중앙골목시장,서울특별시 강서구 화곡동 362-144,서울특별시 강서구 월정로 30길 66,4,1,"5,122",,4,4,1,,,,,75,68,66,1,6,0,2,66,72,0,140,1,1,1,68,1,2,1,1,2,2,2,2,1,1,1,2,1,34,1,7,1,7,2,,1,,1,4,1,,,1,,1,1,1,1,1,,1,2,2,1,1,2,,
전통시장,인정,서울,관악구,관악신사시장,서울특별시 관악구 신림동 494-34,서울특별시 관악구 관천로19길 89,3,1,"7,405",,4,4,1,,,,,100,100,100,0,0,1,0,100,48,1,149,1,1,2,100,1,2,1,2,2,2,1,1,1,1,1,4,1,4,1,4,1,5,2,,1,,1,3,1,,,1,,1,1,1,1,1,,2,2,2,1,1,2,,
전통시장,등록,서울,관악구,관악종합시장,서울특별시 관악구 신림동 1602-1,서울특별시 관악구 신원로 23,4,1,"1,500",,1,1,1,,,,,55,50,50,5,0,4,0,50,14,4,68,1,1,,50,2,2,2,2,2,2,2,2,2,,1,4,1,60,1,10,1,80,1,1,1,,1,1,2,1,1,1,2,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,봉일시장,서울특별시 관악구 봉천동 951-25,서울특별시 관악구 은천로 28,4,2,"3,960",1200,1,1,1,,,,,36,36,36,0,0,0,0,36,17,0,53,2,,,,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,,2,,2,,1,,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,봉천제일종합시장,서울특별시 관악구 청룡동 921-1,서울특별시 관악구 청룡2길 29,4,1,"2,430",,4,1,1,,,,,50,50,46,0,0,3,4,46,14,3,67,1,1,1,50,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,11,1,10,2,,1,,1,2,2,1,1,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,봉천중앙시장,서울특별시 관악구 봉천동 32-2,서울특별시 관악구 관악로 211,4,1,"4,626",,1,1,1,,,,,42,38,38,4,0,0,0,38,10,0,48,2,,,,1,2,2,2,2,2,2,1,1,1,1,4,1,45,1,80,1,12,2,,1,,1,1,2,2,2,1,2,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,봉천현대시장,서울특별시 관악구 봉천동 503-2,서울특별시 관악구 양녕로 49,4,1,"2,286",,4,1,1,,,,,35,35,25,0,0,0,10,25,11,0,46,1,1,1,35,1,2,2,2,2,2,2,2,1,1,1,3,1,42,1,3,1,60,2,,1,,1,1,1,1,1,1,2,2,1,1,1,,2,2,2,2,1,2,2,,
전통시장,등록,서울,관악구,신림종합시장,서울특별시 관악구 신림동 505-1,서울특별시 관악구 남부순환로 157길 63,4,1,"4,060",,1,1,1,,,,,29,26,26,3,0,5,0,26,3,5,34,2,,,,2,2,2,2,2,2,1,2,2,,1,10,1,50,1,10,1,10,2,,1,,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,신림중앙시장,서울특별시 관악구 조원동 541,서울특별시 관악구 조원로16길 27,3,1,"5,110",,1,3,1,,,,,101,101,91,0,0,2,10,91,42,2,145,1,1,,101,2,2,2,2,2,2,2,2,1,1,1,1,1,40,1,80,1,15,2,,1,2,1,1,2,,,1,,1,2,1,2,,2,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,신림현대종합상가,서울특별시 관악구 신림동 1694,서울특별시 관악구 신림로 29길 3-20,4,1,"2,190",,4,1,1,,,,,46,46,17,0,0,3,29,17,5,3,54,1,1,1,46,2,2,2,2,2,2,2,2,1,1,1,4,1,50,1,1,1,1,2,,1,,1,4,2,1,1,1,1,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,관악구,신신림시장,서울특별시 관악구 신림동 390-1,서울특별시 관악구 원신2길 34,4,1,"1,650",,1,1,1,,,,,12,4,2,8,0,6,2,2,43,6,53,2,,,,2,2,2,2,2,2,2,2,2,,1,3,1,5,1,3,1,20,2,,1,,1,1,2,1,1,2,2,2,1,1,1,,2,2,2,2,1,2,2,,
전통시장,인정,서울,관악구,신원시장,서울특별시 관악구 신원동 1599-3,서울특별시 관악구 신원로3길 20-3,3,1,"3,520",,4,4,1,,,,,117,117,114,0,0,0,3,114,76,0,193,1,1,1,117,1,1,2,1,2,2,1,1,1,1,1,4,1,4,1,4,1,5,1,1,1,,1,3,1,,,1,,1,1,1,1,1,,2,2,1,1,2,2,,
전통시장,등록,서울,관악구,우림시장,서울특별시 관악구 신림동 638-50,서울특별시 관악구 난곡로 26길 19,4,2,"2,640",800,1,1,1,,,,,24,24,22,0,0,0,2,22,10,0,34,2,,,,1,2,1,2,2,2,2,1,1,1,1,4,1,1,1,2,1,2,2,,1,,1,2,2,1,1,1,2,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,서울,관악구,인헌시장,서울특별시 관악구 봉천동 1636-4,서울특별시 관악구 남부순환로246나길 14,4,1,"6,223",,4,4,1,,,,,54,54,53,0,0,7,1,53,16,7,77,1,1,1,54,1,2,2,2,2,2,2,1,1,1,1,1,1,8,1,54,1,54,2,,2,,1,3,1,,,1,,2,1,1,1,1,,1,2,2,2,1,2,,
전통시장,인정,서울,관악구,펭귄시장,서울특별시 관악구 신림동 541의 6,서울특별시 관악구 조원로16길 27,4,1,"3,029",,4,4,1,,,,,61,56,53,5,0,1,3,53,9,1,66,1,1,,56,2,2,2,2,2,2,2,2,2,,1,13,1,1,2,,2,,2,,1,,2,,2,,,1,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,서울,광진구,광성시장,서울특별시 광진구 중곡동 229-15,서울특별시 광진구 능동로 47길 30,4,1,"1,252",,1,1,1,,,,,24,24,23,0,0,19,1,23,32,19,75,1,1,,24,2,2,2,2,2,2,2,1,2,,1,2,1,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,2,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,서울,광진구,노룬산골목시장(인정시장),서울특별시 광진구 자양동 681-37,서울특별시 광진구 자양로 44-2,4,1,"4,165",,1,4,1,,,,,50,50,48,0,0,4,2,48,29,4,83,1,1,1,50,2,2,2,2,2,2,2,1,1,1,1,2,1,56,1,2,1,4,2,,1,,1,1,1,,,1,,2,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,서울,광진구,노룬산시장(건물형),서울특별시 광진구 자양동 44-2,서울특별시 광진구 뚝섬로 491 노룬산시장,4,1,"1,440",,1,4,1,,,,,22,22,22,0,0,6,0,22,17,6,45,1,1,,22,2,2,2,2,2,2,2,2,1,1,1,2,1,4,1,1,1,1,1,1,1,,1,1,1,,,1,,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,서울,광진구,신성시장,서울특별시 광진구 중곡동 79-7,서울특별시 광진구 용마산로 50,4,1,"2,365",,1,4,1,,,,,22,22,22,0,0,0,0,22,16,0,38,1,2,,22,2,2,2,2,2,2,2,2,2,,1,5,1,4,1,1,1,1,1,1,1,,1,1,2,,,1,,2,1,1,1,,2,2,2,2,2,2,2,,
