시장형태,등록형태,시도,시군구,시장명,주소(지번),주소(도로명),"시장크기 (1=대형시장, 2=중대형시장, 3=중형시장, 4=소형시장)","시장면적(단위선택: 1=제곱미터, 2=평형)",시장면적(㎡),시장면적(평),"소유형태(1=법인시장, 2=개인시장, 3=공설시장, 4=공동시장)","외부형태(전통시장: 1=상가건물형, 2=노점형, 3=장옥형, 4=상가주택형)","개설주기(1=상설, 2=정기, 3=상설+정기)", 정기(장날1), 정기(장날2),상설+정기(장날1), 상설+정기(장날2),전체점포수,영업점포수(합),영업점포수(임차점포수),비영업 점포수(빈점포),비영업 점포수(기타점포), 노점수,2017년-점포소유상인,2017년-점포임차상인,2017년-종업원수,2017년-노점상인수,2017년-총시장상인," 상인회 운영여부(1=운영, 2=미운영)"," 상인회 조직형태(1=시군구청 등록 상인회, 2=상점가진흥조합, 3=사업조합 또는 협동조합, 4=사단법인, 5=임의단체)",상근직원 명수,상인회 회원 수,"보유현황 - 1고객지원센터(1=있음, 2=없음)","보유현황 - 2유아놀이방(어린이놀이터)(1=있음, 2=없음)","보유현황 - 4고객휴게실(1=있음, 2=없음)","보유현황 - 5수유센터(1=있음, 2=없음)","보유현황 - 6물품보관함(1=있음, 2=없음)","보유현황 - 7자전거보관함(1=있음, 2=없음)","보유현황 - 10쇼핑카트(1=있음, 2=없음)","문2) 보유현황 - 12고객동선통로(1=있음, 2=없음)","보유현황 - 16시장전용 고객주차장(1=있음, 2=없음)",보유갯수 - 16시장전용 고객주차장,"보유여부 - 2소화전(1=있음, 2=없음)",보유개수-2소화전,"보유여부 - 3공용소화기(1=있음, 2=없음)",보유개수 - 3공용소화기,"보유여부 - 5경보기(1=있음, 2=없음)",보유개수 - 5경보기,"화재/가스감지센서(1=있음, 2=없음)",보유개수 -화재/가스 감지센서,"보유여부 - 7자동 화재속보 설비(1=있음, 2=없음)",보유개수 - 7자동화재속보설비,"보유여부 - 1CCTV(1=있음, 2=없음)","보유여부 - 2공동수도시설(노점/장옥형)(1=있음, 2=없음)","보유여부 - 3공동화장실(1=있음, 2=없음)",보유개수 -3공동화장실,"보유여부 - 4아케이드(1=있음, 2=없음)","보유여부 - 5냉방시설(1=있음, 2=없음)","보유여부 - 6난방시설(1=있음, 2=없음)","보유여부 - 7가스시설(1=있음, 2=없음)","보유여부 - 8엘리베이터/에스컬레이터(건물형만)(1=있음, 2=없음)","보유여부 - 9장애인용 화장실(1=있음, 2=없음)","보유여부 - 10배수시설(1=있음, 2=없음)","보유여부 - 11실외 가로등(1=있음, 2=없음)","보유여부 - 12전기배선시설(1=있음, 2=없음)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 1이동/고정식,이벤트 광장(1=있음, 2=없음)","보유여부 - 2테마거리(1=있음, 2=없음)","보유여부 - 3TV광고판(1=있음, 2=없음)","보유여부 - 4LED광고판(1=있음, 2=없음)","보유여부 - 6아치/조형물(1=있음, 2=없음)","시장/상점가의 주력 상품 여부(1=있음, 2=없음)","시장/상점가의 주력 상품의 개수(1=1개, 2=2개, 3=3개, 4=4개 이상)",시장/상점가의 주력 상품의 상품명
전통시장,등록,강원,원주시,자유시장,강원도 원주시 중앙동 57,강원도 원주시 중앙시장길 11,3,1,"7,616",,1,1,1,,,,,409,399,305,10,0,0,94,305,88,0,487,1,1,19,399,1,1,1,1,2,2,2,1,1,1,1,8,1,15,1,3,1,31,1,1,1,,1,2,1,1,1,1,1,2,1,1,1,1,,2,2,2,2,1,1,4,돈가스.만두.떡볶이.수입상품
전통시장,인정,강원,원주시,중앙시민전통시장,강원도 원주시중앙동 48,강원도 원주시 중앙시장길 31-3,4,1,"4,448",,4,1,1,,,,,82,82,76,0,0,0,6,76,80,0,162,1,1,1,82,1,2,1,2,2,1,1,1,1,1,1,4,1,50,1,27,2,,2,,1,,1,1,1,1,1,1,2,1,1,1,1,,2,2,2,1,1,1,2,,
전통시장,인정,강원,인제군,원통시장,강원도 인제군 북면 원통리 647-40,강원도 인제군 북면 원통로 178번길 7-1,4,1,"4,358",,4,4,3,,,2,7,32,28,7,4,0,30,21,7,32,30,90,1,1,,28,2,2,2,2,2,2,2,2,2,,1,4,1,20,1,2,1,2,1,1,1,,1,3,1,,,1,,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,강원,인제군,인제시장,강원도 인제군 인제읍 상동리 258-32번지 ,강원도 인제군 인제읍 인제로 178번길 14,4,1,"15,598",,4,4,3,,,4,9,37,27,5,10,0,20,22,5,10,20,57,1,1,,27,2,2,1,2,2,1,2,2,1,1,2,,1,1,2,,2,,2,,2,,1,2,2,,,1,,1,2,1,1,1,,2,2,2,2,1,2,,
전통시장,등록,강원,정선군,고한구공탄시장(고한시장),강원도 정선군 고한읍 고한리 62-14,강원도 정선군 고한읍 고한 4길 38-6,4,1,"9,914",,4,1,3,,,1,6,98,81,34,14,3,2,47,34,12,2,95,1,1,1,76,1,2,1,2,2,2,2,1,1,1,1,2,1,80,1,2,1,2,1,2,1,,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,,
전통시장,등록,강원,정선군,임계사통팔달시장,강원도 정선군 송계리 774-5,강원도 정선군 송계3길 12,4,1,"16,235",,4,2,2,5,10,,,83,83,53,0,0,82,30,53,81,82,246,1,1,2,80,1,2,2,2,2,2,2,2,1,1,1,1,1,8,1,52,1,52,1,10,1,1,1,1,1,,,2,,1,1,1,1,1,2,1,2,2,2,1,1,1,화전민음식
전통시장,등록,강원,정선군,정선사북시장,강원도 정선군 사북읍 사북리 366-59,강원도 정선군 사북읍 사북2길 6 - 1,4,1,"5,720",,4,1,3,,,3,8,62,54,24,8,0,1,30,24,2,1,57,1,1,3,54,1,2,2,2,2,2,2,1,1,1,1,9,1,20,1,1,1,13,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,4,더덕 곤드레.취나물 배추
전통시장,등록,강원,정선군,정선아리랑시장,강원도 정선군 정선읍 봉양리 349-20,강원도 정선군 정선읍 봉양7길 39,3,1,"11,355",,4,4,3,,,2,7,160,160,133,0,0,178,27,133,121,178,459,1,1,4,160,1,1,1,1,1,2,2,1,1,1,1,3,1,50,1,150,1,150,1,150,1,,1,2,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,4,황기 산나물
전통시장,등록,강원,철원군,동송시장,강원도 철원군 동송읍 이평리 680-1,강원도 철원군 동송읍 이평로 47번길 16,4,1,"1,229",,1,1,3,,,5,10,95,93,40,0,2,59,53,40,5,59,157,1,5,1,93,1,2,2,2,2,1,2,1,1,1,1,6,1,33,1,1,1,50,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,,
전통시장,인정,강원,철원군,동송전통시장,강원도 철원군 동송읍 이평리 678-49,강원도 철원군 동송읍 이평로 47번길 19,3,1,"18,627",,4,4,3,,,5,10,101,101,89,0,0,30,12,89,4,30,135,1,1,3,101,1,1,1,1,1,1,2,2,1,1,1,5,1,130,1,6,1,130,2,,1,,1,2,1,,,1,,1,1,1,1,1,,1,2,2,2,1,2,,
전통시장,등록,강원,철원군,신철원시장,강원도 철원군 갈말읍 신철원리 697,강원도 철원군 갈말읍 삼부연로18번길 16-2,4,1,"2,698",,1,4,3,,,3,8,16,16,15,0,0,20,1,15,81,20,117,1,5,1,14,1,2,1,2,2,1,2,2,1,1,1,2,1,30,1,24,1,16,2,,1,,1,1,1,,,1,,1,1,1,1,1,,2,2,1,2,1,1,4,식당 전집 꽈배기
전통시장,등록,강원,철원군,와수시장,강원도 철원군 서면 와수리 1171-92,강원도 철원군 서면 와수로 184번길 6-3,4,1,"1,980",,1,1,3,,,1,6,71,60,25,11,0,40,35,25,2,40,102,1,4,3,60,1,2,2,2,2,1,2,1,1,3,1,2,1,30,1,15,1,35,2,,1,,1,2,1,1,1,1,2,1,1,1,1,,2,1,2,2,2,2,1,1,꿩냉면
전통시장,등록,강원,춘천시,제일종합시장,강원도 춘천시 죽림동 32,강원도 춘천시 약사고개길13,3,1,"4,028",,1,1,1,,,,,283,269,64,14,0,8,205,64,11,8,288,1,3,4,269,1,2,1,2,2,2,2,2,1,1,1,30,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,강원,춘천시,춘천남부시장,강원도 춘천시 효자동 684-11,강원도 춘천시 공지로 367,4,1,"3,261",,1,1,1,,,,,29,28,25,1,0,0,3,25,165,0,193,1,2,2,28,1,2,2,2,2,1,2,2,1,2,1,16,1,5,1,1,1,10,1,1,1,,1,3,1,1,1,1,1,2,1,1,1,1,,1,2,2,2,1,1,2,주방용품 가구
전통시장,등록,강원,춘천시,춘천동부시장,강원도 춘천시 운교동 183,강원도 춘천시 동부시장길8,3,1,"3,375",,1,4,1,,,,,108,105,90,3,0,0,15,90,33,0,138,1,2,4,75,1,2,2,2,2,1,2,2,1,3,1,2,1,137,1,1,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,,2,2,2,2,2,2,1,4,떡집 전집 부침 식당 등
전통시장,인정,강원,춘천시,춘천번개시장,강원도 춘천시 소양로1가 93-10,강원도 춘천시 소양로212-4 새마을금고2층,4,1,"13,200",,1,1,1,,,,,64,50,45,14,0,0,5,45,28,0,78,1,1,,48,1,2,1,2,2,2,2,2,2,,1,1,1,20,2,,2,,2,,1,,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,,
전통시장,등록,강원,춘천시,춘천서부시장,강원도 춘천시 소양로2가 172-1,강원도 춘천시 서부대성로12,4,1,"3,520",,1,1,1,,,,,69,65,58,4,0,0,7,58,30,0,95,1,1,4,65,1,2,2,2,2,2,2,2,1,2,1,12,1,28,1,1,1,1,1,1,1,,1,7,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,가정용가구 음식
전통시장,등록,강원,춘천시,춘천중앙시장,강원도 춘천시 중앙로2가 42-18,강원도 춘천시 중앙로77번길 4-4,3,1,"9,014",,1,1,1,,,,,187,177,97,10,0,47,80,97,22,47,246,1,1,5,177,1,2,1,2,2,2,2,1,1,1,1,6,1,40,1,1,1,1,1,1,1,,1,2,1,2,2,1,2,1,1,1,1,1,,1,1,2,2,1,2,,
전통시장,인정,강원,춘천시,춘천풍물시장,강원도 춘천시 온의동 148-1,강원도 춘천시 온의동 영서로 2352-48 ,4,1,"18,388",,4,3,3,,,2,7,97,97,3,0,0,208,94,3,171,208,476,1,5,2,97,1,2,1,2,2,2,2,1,1,1,1,2,1,20,1,1,1,1,1,1,1,1,1,3,1,,,1,,1,1,1,1,1,2,1,1,2,1,1,2,,
전통시장,인정,강원,춘천시,후평일단지시장,강원도 춘천시 후평동 691-22,강원도 춘천시 후평길 104,4,1,"6,147",,4,4,1,,,,,93,89,87,3,1,9,2,87,8,9,106,1,1,2,89,1,2,1,2,2,1,2,1,1,1,1,2,1,20,1,1,1,1,1,19,1,,1,2,1,,,1,,1,1,1,1,1,2,1,2,2,1,1,1,1,메밀전
전통시장,등록,강원,태백시,장성중앙시장,강원도 태백시 장성동 159-2,강원도 태백시 장성1길 190,3,1,"4,738",,4,1,1,,,,,105,100,50,5,0,4,50,50,11,4,115,1,1,1,100,1,2,2,2,2,1,1,2,1,2,1,3,1,10,1,5,1,4,1,5,1,,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,3,산나물
전통시장,등록,강원,태백시,황지자유시장,강원도 태백시 통동 75-32,강원도 태백시 시장안길 18 - 1,3,1,"6,270",,4,1,1,,,,,138,131,35,7,0,3,96,35,9,3,143,1,1,2,131,1,2,1,2,1,2,1,2,1,2,1,7,1,60,1,8,1,6,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,1,,1,2,2,2,2,2,,
전통시장,인정,강원,평창군,봉평전통시장(봉평시장),강원도 평창군 봉평면 창동리 397-34,강원도 평창군 봉평면 허생원장터길15,4,1,"11,697",,4,4,3,,,2,7,65,65,42,0,0,83,23,42,72,83,220,1,1,2,65,2,1,1,2,2,1,2,1,1,2,1,2,1,5,2,,2,,2,,1,,1,2,2,,,1,,1,1,1,1,1,,1,1,2,2,1,2,,
전통시장,인정,강원,평창군,진부전통시장,강원도 평창군 진부면 하진부리 206-95,강원도 평창군 진부면 진부새싹길 28 - 7,3,1,"15,747",,4,4,3,,,3,8,106,106,83,0,0,80,23,83,10,80,196,1,1,2,106,1,2,1,2,2,2,2,1,1,2,1,2,1,5,2,,2,,2,,1,,1,3,2,,,1,,1,1,1,1,1,,1,2,2,2,1,1,3,오대산갓김치 갓호떡 갓만두
전통시장,인정,강원,평창군,평창대화시장,강원도 평창군 대화면 대화리 1001-5,강원도 평창군 대화면 대화3길 46,4,1,"18,737",,4,1,3,,,4,9,49,46,38,3,0,49,8,38,6,49,101,1,1,1,33,1,2,1,2,2,2,2,2,1,5,1,1,1,1,1,14,1,14,2,,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,2,1,1,2,,
전통시장,인정,강원,평창군,평창올림픽시장(평창전통시장),강원도 평창군 평창읍 하리 55-11,강원도 평창군 평창읍 평창시장1길 10,4,1,"11,664",,4,4,3,,,5,10,68,68,52,0,0,1,16,52,26,1,95,1,1,1,68,1,2,1,2,1,2,2,1,1,1,1,3,1,68,1,1,1,5,1,1,1,,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,메밀부치기
전통시장,등록,강원,홍천군,홍천시장,강원도 홍천군 홍천읍 신장대리 11-32,강원도 홍천군 홍천읍 홍천로7길 14,3,1,"4,079",,4,1,3,,,1,6,126,106,67,20,0,4,39,67,54,4,164,1,1,,90,2,2,2,2,2,2,2,1,2,,1,4,1,24,1,1,1,3,2,,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,2,2,1,2,2,,
전통시장,등록,강원,홍천군,홍천중앙시장,강원도 홍천군 홍천읍 신장대리 5-3,강원도 홍천군 홍천읍 홍천로 8길 17,4,2,"4,541",1376,1,1,3,,,1,6,116,91,68,18,7,1,23,68,6,1,98,1,1,1,67,2,2,2,2,2,2,2,1,2,,1,4,1,30,1,5,1,1,1,1,2,,1,3,2,1,1,1,2,2,1,1,1,1,,2,2,1,1,2,2,,
전통시장,인정,강원,화천군,화천재래시장,강원도 화천군 화천읍 하리 50-7,강원도 화천군 화천읍 중앙로 24길12,4,1,"3,603",,1,1,3,,,3,8,103,98,54,5,0,1,44,54,22,1,121,1,4,5,98,1,2,1,1,2,1,1,1,1,4,1,9,1,140,1,1,1,1,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,1,,2,1,1,1,2,2,,
전통시장,등록,강원,횡성군,횡성시장,강원도 횡성군 횡성읍 삼일로 4-2,강원도 횡성군 횡성읍 읍상리 277-3,3,1,"7,273",,1,1,3,,,1,6,142,136,78,5,1,6,58,78,11,6,153,1,4,2,130,1,2,1,2,2,2,1,2,1,2,1,2,1,140,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,더덕.한우
전통시장,인정,경기,가평군,가평잣고을전통시장,경기도 가평군 읍내리 404,경기도 가평군 장터2길10,4,1,"1,500",,3,3,3,,,5,10,31,17,12,14,0,40,5,12,6,40,63,1,1,1,16,1,2,2,2,2,2,2,2,1,1,1,1,1,5,1,80,1,80,2,,1,1,1,1,1,,,1,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경기,고양시,능곡시장,경기도 고양시 덕양구 토당동 347,경기도 고양시 덕양구 능곡로 12의 9,3,1,"10,532",,1,2,3,,,2,7,120,120,119,0,0,30,1,119,11,30,161,1,1,2,85,1,2,1,2,2,2,2,1,1,1,1,3,1,15,1,58,1,58,2,,1,1,1,1,2,,,1,,2,1,1,1,,2,2,1,2,2,1,1,3,축산물  수산물  농산물
전통시장,인정,경기,고양시,덕이동패션1번지,경기도 고양시 일산서구 덕이동 384-1,경기도 고양시 일산서구 덕이동 탄중로101번길 13,4,1,"8,789",,4,1,1,,,,,64,50,40,14,0,0,10,40,61,0,111,1,1,2,45,1,1,1,1,2,2,2,1,1,1,1,25,1,2,1,4,1,5,1,2,1,,1,2,2,1,1,2,2,1,1,1,1,1,,1,2,2,2,1,1,1,의류
전통시장,인정,경기,고양시,원당시장,경기도 고양시 덕양구 성사동 697-14,경기도 고양시 덕양구 호곡로 790번길 17,4,1,"7,057",,4,4,1,,,,,66,66,61,0,0,0,5,61,71,0,137,1,1,2,66,1,2,1,2,2,2,2,1,1,1,1,5,1,20,1,1,1,1,2,,1,,2,,1,,,1,,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,등록,경기,고양시,일산시장,경기도 고양시 일산서구 일산동 617-20,경기도 고양시 일산서구 일행로 12번길 9,4,1,"8,317",,4,4,1,,,,,89,86,74,3,0,0,12,74,30,0,116,1,1,,86,1,2,1,2,2,2,2,1,1,1,1,4,1,4,1,5,1,86,2,,1,,1,12,1,,,1,,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,등록,경기,과천시,과천새서울프라자시장,경기도 과천시 별양동 1-18,경기도 과천시 별양상가 2로 20,3,1,"2,888",,1,1,1,,,,,149,149,128,0,0,0,21,128,43,0,192,1,1,10,149,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,,1,6,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,경기,과천시,제일쇼핑시장,경기도 과천시 별양동 1-13,경기도 과천시 별양상가 2로 14,3,1,"1,892",,1,1,1,,,,,128,114,91,14,0,0,23,91,28,0,142,1,5,4,97,1,2,1,2,2,2,1,2,1,1,1,1,1,6,1,1,1,1,2,,1,,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,2,,
전통시장,인정,경기,광명시,광명새마을시장,경기도 광명시 광명동 342-12,경기도 광명시 광명로 831번지 4의1,3,1,"6,937",,4,4,1,,,,,191,191,168,0,0,9,23,168,39,9,239,1,1,1,191,1,2,1,1,1,2,2,2,1,1,1,4,1,4,1,5,1,5,2,,1,,1,2,1,,,1,,2,1,1,1,1,,2,2,1,1,1,2,,
전통시장,인정,경기,광명시,광명시장,경기도 광명시 광명동 158-44,경기도 광명시 광이로13번길 17-5,3,1,"19,223",,4,4,1,,,,,331,331,305,0,0,70,26,305,282,70,683,1,3,1,331,1,1,1,1,1,2,2,1,1,1,1,13,1,20,1,1,1,1,2,,1,,1,2,1,,,1,,1,1,1,1,1,,1,2,1,1,1,2,,
전통시장,인정,경기,광주시,경안시장,경기도 광주시 경안동 33-16,경기도 광주시 중앙로123번길 13 ,4,1,"6,819",,4,4,3,,,3,8,88,88,81,0,0,10,7,81,21,10,119,1,1,,88,1,2,1,1,1,1,1,2,1,1,1,80,1,2,1,10,1,10,1,1,1,,1,1,1,,,1,,1,1,1,1,1,,1,2,1,1,1,2,,
전통시장,인정,경기,구리시,구리전통시장,경기도 구리시 수택동 417,경기도 구리시 검배로 6번길 31,3,1,"21,567",,4,4,1,,,,,161,161,158,0,0,65,3,158,271,65,497,1,1,2,161,1,2,1,2,1,1,2,1,1,1,1,2,1,20,1,2,1,10,1,1,1,,1,4,1,,,1,,1,1,1,1,1,,1,2,1,1,1,2,,
전통시장,인정,경기,군포시,군포역전시장,경기도 군포시 당동 749,경기도 군포시 군포로548-1,4,1,"4,223",,4,4,1,,,,,57,57,52,0,0,3,5,52,26,3,86,1,3,1,50,1,2,2,2,2,2,2,1,2,,1,1,1,5,1,2,1,2,2,,1,,1,1,1,,,1,,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,인정,경기,군포시,산본시장,경기도 군포시 산본동 221-5,경기도 군포시 산본천로 181,3,1,"11,166",,4,1,1,,,,,204,204,187,0,0,0,17,187,378,0,582,1,3,3,132,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,100,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,,
전통시장,인정,경기,김포시,김포중앙시장,경기도 김포시 북변동 375-11,경기도 김포시 북면중로55-1,3,1,"10,698",,3,4,1,,,,,110,110,104,0,0,0,6,104,51,0,161,1,5,,110,2,2,2,2,2,2,2,2,2,,1,5,1,30,1,5,1,50,2,,1,,1,3,2,,,1,,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,경기,김포시,양곡시장,경기도 김포시 양촌읍 양곡리 415-6,경기도 김포시 양촌읍 양곡1로 42-2,4,1,"6,000",,4,4,1,,,,,69,67,58,0,2,0,9,58,30,0,97,1,1,,57,2,2,2,2,2,2,2,2,2,,1,90,1,16,2,,1,29,2,,2,,1,3,2,,,1,,2,2,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,경기,김포시,양곡장터시장,경기도 김포시 양촌읍 양곡리 419-4 16호,경기도 김포시 양곡1로 54,4,2,"3,300",1000,4,3,3,,,1,6,79,79,74,0,0,1,5,74,13,1,93,1,1,,79,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,,2,2,1,2,1,,,1,,1,2,1,2,,2,2,2,2,2,2,2,,
전통시장,인정,경기,김포시,통진시장,경기도 김포시 서암리 721-8,경기도 김포시 서암로84번길 29,3,2,"4,950",1500,4,4,1,,,,,103,102,96,1,0,0,6,96,12,0,114,1,1,,102,2,2,2,2,2,2,2,2,2,,1,3,1,3,1,89,1,89,2,,1,,2,,2,,,1,,2,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,경기,남양주시,남양주장현 전통시장,경기도 남양주시 장현리 380-15,경기도 남양주시 진접읍 장현로 77의100,3,1,"17,832",,3,1,1,,,,,159,159,119,0,0,0,40,119,145,0,304,1,1,,140,2,2,2,2,2,2,2,2,2,,2,,1,130,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,
전통시장,인정,경기,동두천시,동두천제일시장,경기도 동두천시 생연동 823,경기도 동두천시 정장로 11-12 ,4,1,"5,699",,4,4,1,,,,,20,20,7,0,0,0,13,7,4,0,24,1,1,,20,1,2,1,2,2,2,2,2,1,2,1,10,1,38,1,1,1,1,1,1,1,,1,1,1,,,1,,2,1,1,1,1,2,2,2,1,2,1,2,,
전통시장,인정,경기,동두천시,동두천큰시장,경기도 동두천시 생연동 698-1,경기도 동두천시 큰시장로 52,3,1,"12,303",,4,4,3,,,5,10,105,105,81,0,0,1,24,81,216,1,322,1,1,1,105,1,1,1,1,2,1,2,1,1,2,1,3,1,110,1,104,1,50,2,,2,,1,2,1,,,1,,1,1,1,1,1,,1,2,2,1,1,1,4,야채 과일 육류 식자재
전통시장,인정,경기,동두천시,세아프라자상가,경기도 동두천시 큰시장로 64,경기도 동두천시 큰시장로 64,4,1,"6,203",,4,1,1,,,,,54,54,43,0,0,2,11,43,82,2,138,1,1,3,54,1,2,1,2,2,1,2,1,1,1,1,10,1,100,1,1,1,2,2,,1,,1,4,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,경기,동두천시,중앙시장,경기도 동두천시 생연동 607-27,경기도 동두천시 중앙로285번길 9,3,1,"10,331",,4,1,1,,,,,187,172,172,7,8,9,0,172,81,9,262,1,1,1,172,1,2,1,1,1,1,1,1,1,1,1,7,1,142,1,17,1,60,2,,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,1,2,,
전통시장,인정,경기,부천시,강남시장,경기도 부천시 도당동 276-4,경기도 부천시 옥산로154번길 20,3,1,"8,164",,4,4,1,,,,,120,116,108,4,0,3,8,108,135,3,254,1,1,1,116,1,1,1,1,2,2,2,1,1,1,1,6,1,80,1,80,1,1,1,1,1,,1,4,1,,,1,,2,1,1,1,1,,1,2,2,1,1,1,3,야채  과일  정육
전통시장,인정,경기,부천시,고리울동굴시장,경기도 부천시 오정구 고강동 407,경기도 부천시 고리울로64번길 27,4,1,"4,456",,4,4,1,,,,,76,72,59,4,0,0,13,59,27,0,99,1,1,,72,1,2,1,2,2,2,2,1,2,,1,1,1,20,1,66,1,66,2,,1,,2,,1,,,1,,2,1,1,1,,2,2,2,2,2,1,1,4,야채 과일 즉석식품 숙녀복
전통시장,인정,경기,부천시,부천상동시장,경기도 부천시 상동 236-5,경기도 부천시 석천로60번길 51,3,1,"13,483",,4,4,1,,,,,142,137,131,5,0,19,6,131,126,19,282,1,1,2,137,1,1,1,1,2,1,1,1,1,1,1,4,1,3,1,130,1,130,2,,1,,1,12,1,,,1,,1,1,1,1,1,,2,2,1,1,1,2,,
전통시장,인정,경기,부천시,부천자유시장,경기도 부천시 소사구 심곡본동 543,경기도 부천시 소사구 자유로 33,3,1,"15,516",,4,4,1,,,,,311,311,293,0,0,47,18,293,317,47,675,1,1,2,311,1,2,2,2,2,2,2,1,2,,1,1,1,200,1,1,1,1,1,1,1,,1,1,1,,,1,,2,1,1,1,,2,2,2,1,1,1,1,4,순대국 야채 생선 건어물
전통시장,인정,경기,부천시,부천제일시장,경기도 부천시 원종동 298,경기도 부천시 고강로40번길 55,3,1,"15,800",,4,4,1,,,,,155,154,145,1,0,9,9,145,184,9,347,1,1,1,154,1,2,2,2,2,1,1,1,1,1,1,4,1,100,1,80,1,80,2,,2,,2,,2,,,1,,2,1,1,1,,2,2,2,2,1,1,1,4,야채 정육 과일 수산
전통시장,인정,경기,부천시,부천중동시장,경기도 부천시 중동 725-11,경기도 부천시 부흥로 200번길28,4,1,"6,468",,4,4,1,,,,,87,87,80,0,0,19,7,80,55,19,161,1,1,1,87,1,1,2,1,2,1,2,1,1,1,1,4,1,87,1,97,1,97,1,1,1,,1,1,1,,,1,,2,1,1,1,1,,2,2,2,1,1,1,3,야채 정육 생선
전통시장,인정,경기,부천시,부천한신시장,경기도 부천시 소사본동 196-9,경기도 부천시 은성로 76번길10,4,2,"5,346",1620,4,4,1,,,,,88,83,75,5,0,6,8,75,75,6,164,1,1,1,83,1,2,1,2,2,2,2,1,1,1,1,3,1,20,1,90,1,90,2,,1,,1,1,1,,,1,,2,1,1,1,,2,2,2,2,1,1,1,2,야채 정육
전통시장,인정,경기,부천시,소사종합시장,경기도 부천시 소사본동 78-34,경기도 부천시 호현로 474번길 27,4,1,"5,581",,4,4,1,,,,,55,54,49,1,0,1,5,49,62,1,117,1,1,20,54,2,2,2,2,2,2,2,1,1,1,1,2,1,18,1,58,1,58,2,,2,,1,1,1,,,1,,2,1,1,1,,2,2,2,2,2,1,1,2,떡 정육
전통시장,인정,경기,부천시,신흥시장,경기도 부천시 삼정동 315,경기도 부천시 오정구 평천로721번길 14-2,4,1,"4,778",,4,4,1,,,,,66,66,59,0,0,0,7,59,36,0,102,1,1,,66,1,2,2,2,2,1,2,1,1,1,1,2,1,27,1,65,1,65,2,,1,,1,1,1,,,1,,2,1,1,1,1,,2,2,2,1,1,1,2,정육 소세지
전통시장,인정,경기,부천시,역곡남부시장,경기도 부천시 소사구 괴안동 107-8,경기도 부천시 부광로16번길 33 ,4,1,"3,242",,4,4,1,,,,,74,70,62,4,0,1,8,62,36,1,107,1,1,,70,2,2,2,2,2,2,2,1,2,,1,3,1,40,1,40,1,40,2,,1,,1,1,1,,,1,,2,1,1,1,1,2,2,2,2,2,1,1,3,생선  야채  정육
전통시장,인정,경기,부천시,역곡상상시장(역곡북부시장),경기도 부천시 원미구 역곡동 84-7,경기도 부천시 원미구 부일로749번길 31,3,1,"9,571",,4,4,1,,,,,116,116,108,0,0,5,8,108,285,5,406,1,1,1,116,1,2,1,2,2,2,1,1,1,1,1,4,1,50,1,120,1,120,2,,1,,1,1,1,,,1,,1,1,1,1,,2,2,2,1,1,1,1,3,야채 과일 정육
